Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers,FlockingWinter,FlockingFall
S64217872,American Crow,Corvus brachyrhynchos,21054,1,CA-BC,Capital,L9945435,UVIC-FIA5,48.461824,-123.3167171,2/7/20,8:12 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"Fine Arts Building, FIA, Facade 5.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,Y,Y
S64217809,American Crow,Corvus brachyrhynchos,21054,3,CA-BC,Capital,L9957809,UVIC-MSB6,48.4617439,-123.3129491,2/7/20,8:01 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"Medical Science Building, MSB, Facade 6.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: light rain",,Y,Y
S64217944,American Robin,Turdus migratorius,27969,6,CA-BC,Capital,L9930368,UVIC-DTB8,48.4652048,-123.314461,2/7/20,8:26 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"David Turpin Building. DTB, Facade 8.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,Y,Y
S64218119,American Robin,Turdus migratorius,27969,24,CA-BC,Capital,L10700217,UVIC-EOW4,48.4612632,-123.3098573,2/7/20,9:04 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"Engineering Office Wing, EOW, Facade 4.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,Y,Y
S64217944,Bewick's Wren,Thryomanes bewickii,26787,1,CA-BC,Capital,L9930368,UVIC-DTB8,48.4652048,-123.314461,2/7/20,8:26 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 8.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,N,Y
S64218119,Brown Creeper,Certhia americana,26441,1,CA-BC,Capital,L10700217,UVIC-EOW4,48.4612632,-123.3098573,2/7/20,9:04 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 4.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,N,N
S64217872,Brown Creeper,Certhia americana,26441,1,CA-BC,Capital,L9945435,UVIC-FIA5,48.461824,-123.3167171,2/7/20,8:12 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 5.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,N,N
S64217944,Chestnut-backed Chickadee,Poecile rufescens,21591,6,CA-BC,Capital,L9930368,UVIC-DTB8,48.4652048,-123.314461,2/7/20,8:26 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 8.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,Y,Y
S64217809,Chestnut-backed Chickadee,Poecile rufescens,21591,5,CA-BC,Capital,L9957809,UVIC-MSB6,48.4617439,-123.3129491,2/7/20,8:01 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 6.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: light rain",,Y,Y
S64218053,Dark-eyed Junco,Junco hyemalis,32449,2,CA-BC,Capital,L9945512,UVIC-UVC7,48.4651086,-123.3109606,2/7/20,8:53 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 7.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast and light rain",,Y,Y
S64217809,Downy Woodpecker,Dryobates pubescens,11083,1,CA-BC,Capital,L9957809,UVIC-MSB6,48.4617439,-123.3129491,2/7/20,8:01 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 6.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: light rain",,N,N
S64217999,Glaucous-winged Gull,Larus glaucescens,6484,2,CA-BC,Capital,L9945527,UVIC-MWB2,48.4660172,-123.3144889,2/7/20,8:45 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"Micheal Williams Building, MWB, Facade 2.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast with light rain.",,Y,N
S64218053,Glaucous-winged Gull,Larus glaucescens,6484,1,CA-BC,Capital,L9945512,UVIC-UVC7,48.4651086,-123.3109606,2/7/20,8:53 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 7.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast and light rain",,Y,N
S64218119,Golden-crowned Kinglet,Regulus satrapa,26274,4,CA-BC,Capital,L10700217,UVIC-EOW4,48.4612632,-123.3098573,2/7/20,9:04 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 4.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,Y,Y
S64217999,Golden-crowned Kinglet,Regulus satrapa,26274,4,CA-BC,Capital,L9945527,UVIC-MWB2,48.4660172,-123.3144889,2/7/20,8:45 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 2.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast with light rain.",,Y,Y
S64217809,Pacific Wren,Troglodytes pacificus,26705,1,CA-BC,Capital,L9957809,UVIC-MSB6,48.4617439,-123.3129491,2/7/20,8:01 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 6.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: light rain",,N,N
S64217999,Red-tailed Hawk,Buteo jamaicensis,8233,1,CA-BC,Capital,L9945527,UVIC-MWB2,48.4660172,-123.3144889,2/7/20,8:45 AM,eBird - Stationary Count,5,1,,,1,F Flyover,soaring,"Micheal Williams Building, MWB, Facade 2.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast with light rain.",,N,N
S64217872,Sharp-shinned Hawk,Accipiter striatus,8031,1,CA-BC,Capital,L9945435,UVIC-FIA5,48.461824,-123.3167171,2/7/20,8:12 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 5.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,N,N
S64217944,Song Sparrow,Melospiza melodia,32601,1,CA-BC,Capital,L9930368,UVIC-DTB8,48.4652048,-123.314461,2/7/20,8:26 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 8.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,N,N
S64217809,Spotted Towhee,Pipilo maculatus,32713,1,CA-BC,Capital,L9957809,UVIC-MSB6,48.4617439,-123.3129491,2/7/20,8:01 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 6.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: light rain",,N,Y
S64218119,Steller's Jay,Cyanocitta stelleri,20766,2,CA-BC,Capital,L10700217,UVIC-EOW4,48.4612632,-123.3098573,2/7/20,9:04 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 4.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,Y,Y
S64369641,American Crow,Corvus brachyrhynchos,21054,2,CA-BC,Capital,L10732594,UVIC-UVC2,48.4647001,-123.3120244,2/9/20,8:11 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,Y,Y
S64369548,American Robin,Turdus migratorius,27969,2,CA-BC,Capital,L10732568,UVIC-EOW5,48.461335,-123.3099986,2/9/20,8:01 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,Y,Y
S64369641,Anna's Hummingbird,Calypte anna,4752,1,CA-BC,Capital,L10732594,UVIC-UVC2,48.4647001,-123.3120244,2/9/20,8:11 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,N,N
S64369548,Brown Creeper,Certhia americana,26441,1,CA-BC,Capital,L10732568,UVIC-EOW5,48.461335,-123.3099986,2/9/20,8:01 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,N,N
S64369950,Chestnut-backed Chickadee,Poecile rufescens,21591,4,CA-BC,Capital,L10732636,UVIC-MSB1,48.4617832,-123.3127933,2/9/20,8:54 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,Y,Y
S64369950,Common Raven,Corvus corax,21121,2,CA-BC,Capital,L10732636,UVIC-MSB1,48.4617832,-123.3127933,2/9/20,8:54 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"Medical Science Building, MSB, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,N,Y
S64369797,Dark-eyed Junco,Junco hyemalis,32449,2,CA-BC,Capital,L9945548,UVIC-DTB5,48.4648617,-123.3147289,2/9/20,8:34 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,Y,Y
S64369735,Dark-eyed Junco,Junco hyemalis,32449,5,CA-BC,Capital,L10732607,UVIC-MWB6,48.4661941,-123.3135545,2/9/20,8:20 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 6  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,Y,Y
S64369950,Downy Woodpecker,Dryobates pubescens,11083,1,CA-BC,Capital,L10732636,UVIC-MSB1,48.4617832,-123.3127933,2/9/20,8:54 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,N,N
S64369950,European Starling,Sturnus vulgaris,27232,5,CA-BC,Capital,L10732636,UVIC-MSB1,48.4617832,-123.3127933,2/9/20,8:54 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,Y,Y
S64369855,Fox Sparrow,Passerella iliaca,32425,1,CA-BC,Capital,L10732625,UVIC-FIA4,48.4618951,-123.3169389,2/9/20,8:46 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,N,N
S64369735,Glaucous-winged Gull,Larus glaucescens,6484,3,CA-BC,Capital,L10732607,UVIC-MWB6,48.4661941,-123.3135545,2/9/20,8:20 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"Micheal Williams Building, MWB, Facade 6  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,Y,N
S64369548,Golden-crowned Kinglet,Regulus satrapa,26274,3,CA-BC,Capital,L10732568,UVIC-EOW5,48.461335,-123.3099986,2/9/20,8:01 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,Y,Y
S64369855,Golden-crowned Kinglet,Regulus satrapa,26274,6,CA-BC,Capital,L10732625,UVIC-FIA4,48.4618951,-123.3169389,2/9/20,8:46 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,Y,Y
S64369797,House Finch,Haemorhous mexicanus,31648,12,CA-BC,Capital,L9945548,UVIC-DTB5,48.4648617,-123.3147289,2/9/20,8:34 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"David Turpin Building. DTB, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,N,Y
S64369950,Pacific Wren,Troglodytes pacificus,26705,1,CA-BC,Capital,L10732636,UVIC-MSB1,48.4617832,-123.3127933,2/9/20,8:54 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,N,N
S64369641,Pacific Wren,Troglodytes pacificus,26705,1,CA-BC,Capital,L10732594,UVIC-UVC2,48.4647001,-123.3120244,2/9/20,8:11 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,N,N
S64369548,Red-breasted Nuthatch,Sitta canadensis,26353,1,CA-BC,Capital,L10732568,UVIC-EOW5,48.461335,-123.3099986,2/9/20,8:01 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,N,Y
S64369855,Red-breasted Nuthatch,Sitta canadensis,26353,1,CA-BC,Capital,L10732625,UVIC-FIA4,48.4618951,-123.3169389,2/9/20,8:46 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,N,Y
S64369855,Ruby-crowned Kinglet,Corthylio calendula,26270,1,CA-BC,Capital,L10732625,UVIC-FIA4,48.4618951,-123.3169389,2/9/20,8:46 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,N,Y
S64369797,Song Sparrow,Melospiza melodia,32601,1,CA-BC,Capital,L9945548,UVIC-DTB5,48.4648617,-123.3147289,2/9/20,8:34 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,N,N
S64369641,Song Sparrow,Melospiza melodia,32601,1,CA-BC,Capital,L10732594,UVIC-UVC2,48.4647001,-123.3120244,2/9/20,8:11 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,N,N
S64369797,Varied Thrush,Ixoreus naevius,27661,1,CA-BC,Capital,L9945548,UVIC-DTB5,48.4648617,-123.3147289,2/9/20,8:34 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,Y,Y
S141207020,American Crow,Corvus brachyrhynchos,21054,1,CA-BC,Capital,L9957789,UVIC-DTB1,48.4648955,-123.313965,9/16/20,8:30 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,Y,Y
S141207020,American Robin,Turdus migratorius,27969,2,CA-BC,Capital,L9957789,UVIC-DTB1,48.4648955,-123.313965,9/16/20,8:30 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,50m radius point counts from fa̤ade.  Weather: overcast,,Y,Y
S141209979,American Robin,Turdus migratorius,27969,1,CA-BC,Capital,L9963077,UVIC-EOW2,48.4614146,-123.309466,9/16/20,9:08 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,Y,Y
S141207020,Anna's Hummingbird,Calypte anna,4752,2,CA-BC,Capital,L9957789,UVIC-DTB1,48.4648955,-123.313965,9/16/20,8:30 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,N,N
S141209155,Anna's Hummingbird,Calypte anna,4752,2,CA-BC,Capital,L10001066,UVIC-FIA6,48.4619806,-123.3164563,9/16/20,8:54 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,N,N
S141207020,Bewick's Wren,Thryomanes bewickii,26787,1,CA-BC,Capital,L9957789,UVIC-DTB1,48.4648955,-123.313965,9/16/20,8:30 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,N,Y
S141210499,Bewick's Wren,Thryomanes bewickii,26787,1,CA-BC,Capital,L9963063,UVIC-MWB7,48.4660709,-123.313521,9/16/20,9:20 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,N,Y
S141209155,Brown Creeper,Certhia americana,26441,1,CA-BC,Capital,L10001066,UVIC-FIA6,48.4619806,-123.3164563,9/16/20,8:54 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,N,N
S141209155,Cedar Waxwing,Bombycilla cedrorum,29256,5,CA-BC,Capital,L10001066,UVIC-FIA6,48.4619806,-123.3164563,9/16/20,8:54 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,Y,Y
S141207650,Cedar Waxwing,Bombycilla cedrorum,29256,5,CA-BC,Capital,L9963087,UVIC-MSB3,48.4618273,-123.3122484,9/16/20,8:42 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,50m radius point counts from fa̤ade.  Weather: overcast,,Y,Y
S141207020,Chestnut-backed Chickadee,Poecile rufescens,21591,5,CA-BC,Capital,L9957789,UVIC-DTB1,48.4648955,-123.313965,9/16/20,8:30 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,Y,Y
S141209979,Chestnut-backed Chickadee,Poecile rufescens,21591,3,CA-BC,Capital,L9963077,UVIC-EOW2,48.4614146,-123.309466,9/16/20,9:08 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,Y,Y
S141209155,Chestnut-backed Chickadee,Poecile rufescens,21591,7,CA-BC,Capital,L10001066,UVIC-FIA6,48.4619806,-123.3164563,9/16/20,8:54 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,Y,Y
S141209979,Common Raven,Corvus corax,21121,2,CA-BC,Capital,L9963077,UVIC-EOW2,48.4614146,-123.309466,9/16/20,9:08 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,50m radius point counts from fa̤ade.  Weather: overcast,,N,Y
S141207650,Common Raven,Corvus corax,21121,2,CA-BC,Capital,L9963087,UVIC-MSB3,48.4618273,-123.3122484,9/16/20,8:42 AM,eBird - Stationary Count,5,1,,,1,,on roof,50m radius point counts from fa̤ade.  Weather: overcast,,N,Y
S141209155,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,1,CA-BC,Capital,L10001066,UVIC-FIA6,48.4619806,-123.3164563,9/16/20,8:54 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,Y,Y
S141207650,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,3,CA-BC,Capital,L9963087,UVIC-MSB3,48.4618273,-123.3122484,9/16/20,8:42 AM,eBird - Stationary Count,5,1,,,1,,,50m radius point counts from fa̤ade.  Weather: overcast,,Y,Y
S141209155,European Starling,Sturnus vulgaris,27232,16,CA-BC,Capital,L10001066,UVIC-FIA6,48.4619806,-123.3164563,9/16/20,8:54 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,50m radius point counts from fa̤ade.  Weather: overcast,,Y,Y
